,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID	,Codeshare,Stops,Equipment
21753,DL,2009,SFO,3469,JFK,3797,,0,752
57656,UA,5209,SFO,3469,JFK,3797,,0,757
60354,US,5265,SFO,3469,JFK,3797,,0,763 32B
62038,VX,5331,SFO,3469,JFK,3797,,0,320
6747,AA,24,SEA,3577,JFK,3797,,0,738
11934,AS,439,SEA,3577,JFK,3797,Y,0,738
14236,B6,3029,SEA,3577,JFK,3797,,0,320
21734,DL,2009,SEA,3577,JFK,3797,,0,752 757
60343,US,5265,SEA,3577,JFK,3797,,0,738
5957,AA,24,MCO,3878,JFK,3797,,0,763 757
14154,B6,3029,MCO,3878,JFK,3797,,0,3.2E+92
21224,DL,2009,MCO,3878,JFK,3797,,0,73H 752 M88 738
59642,US,5265,MCO,3878,JFK,3797,Y,0,763 757
5677,AA,24,LAS,3877,JFK,3797,,0,738
14115,B6,3029,LAS,3877,JFK,3797,,0,320
21021,DL,2009,LAS,3877,JFK,3797,,0,738 757 73H
24204,EY,2222,LAS,3877,JFK,3797,Y,0,767 757
30660,HA,2688,LAS,3877,JFK,3797,Y,0,320
47506,QR,4091,LAS,3877,JFK,3797,Y,0,757
59478,US,5265,LAS,3877,JFK,3797,,0,738
62002,VX,5331,LAS,3877,JFK,3797,,0,320
4950,AA,24,CLT,3876,JFK,3797,,0,321 319
13970,B6,3029,CLT,3876,JFK,3797,,0,E90
20441,DL,2009,CLT,3876,JFK,3797,Y,0,ERJ
58809,US,5265,CLT,3876,JFK,3797,,0,321 319
6545,AA,24,PHX,3462,JFK,3797,,0,321
14197,B6,3029,PHX,3462,JFK,3797,,0,320
21585,DL,2009,PHX,3462,JFK,3797,,0,738 73H
60164,US,5265,PHX,3462,JFK,3797,,0,321
6053,AA,24,MIA,3576,JFK,3797,,0,763 757 738
21299,DL,2009,MIA,3576,JFK,3797,,0,M88 73H 738 319
59725,US,5265,MIA,3576,JFK,3797,,0,763 757 738
4795,AA,24,BOS,3448,JFK,3797,,0,738
13930,B6,3029,BOS,3448,JFK,3797,,0,3.2E+92
20345,DL,2009,BOS,3448,JFK,3797,,0,752 CR7 M88
58672,US,5265,BOS,3448,JFK,3797,,0,738
21398,DL,2009,MSP,3858,JFK,3797,,0,319 M88
51684,SY,4356,MSP,3858,JFK,3797,,0,73G 738
20634,DL,2009,DTW,3645,JFK,3797,,0,M88 319
14011,B6,3029,FLL,3533,JFK,3797,,0,3.2E+92
20749,DL,2009,FLL,3533,JFK,3797,,0,752 M88 73H 738
21578,DL,2009,PHL,3752,JFK,3797,,0,ERJ
4834,AA,24,BWI,3849,JFK,3797,Y,0,ER4
20379,DL,2009,BWI,3849,JFK,3797,Y,0,ERJ
58702,US,5265,BWI,3849,JFK,3797,Y,0,ER4
14265,B6,3029,SLC,3536,JFK,3797,,0,320
21821,DL,2009,SLC,3536,JFK,3797,,0,738 757 73H 752
6697,AA,24,SAN,3731,JFK,3797,,0,738
11888,AS,439,SAN,3731,JFK,3797,Y,0,73H 757
14226,B6,3029,SAN,3731,JFK,3797,,0,320
21689,DL,2009,SAN,3731,JFK,3797,,0,73H 757
47547,QR,4091,SAN,3731,JFK,3797,Y,0,738
60309,US,5265,SAN,3731,JFK,3797,,0,738
14041,B6,3029,IAD,3714,JFK,3797,,0,E90
20854,DL,2009,IAD,3714,JFK,3797,Y,0,ERJ CR7
56644,UA,5209,IAD,3714,JFK,3797,Y,0,CRJ
5108,AA,24,DCA,3520,JFK,3797,,0,738
20532,DL,2009,DCA,3520,JFK,3797,Y,0,CR9
58964,US,5265,DCA,3520,JFK,3797,,0,738
6903,AA,24,TPA,3646,JFK,3797,Y,0,CR7
14289,B6,3029,TPA,3646,JFK,3797,,0,3.2E+92
21913,DL,2009,TPA,3646,JFK,3797,,0,738 M88 73H
60453,US,5265,TPA,3646,JFK,3797,Y,0,CR7
30629,HA,2688,HNL,3728,JFK,3797,,0,332
14193,B6,3029,PDX,3720,JFK,3797,,0,320
21565,DL,2009,PDX,3720,JFK,3797,,0,73H 752 757
4770,AA,24,BNA,3690,JFK,3797,Y,0,ER4
20320,DL,2009,BNA,3690,JFK,3797,Y,0,CR9
58654,US,5265,BNA,3690,JFK,3797,Y,0,ER4
4719,AA,24,AUS,3673,JFK,3797,,0,738
13899,B6,3029,AUS,3673,JFK,3797,,0,320
20276,DL,2009,AUS,3673,JFK,3797,,0,319
58613,US,5265,AUS,3673,JFK,3797,,0,738
21885,DL,2009,STL,3678,JFK,3797,Y,0,CR9 CR7
14245,B6,3029,SJC,3748,JFK,3797,,0,320
14033,B6,3029,HOU,3566,JFK,3797,,0,E90
6650,AA,24,RDU,3626,JFK,3797,Y,0,ERD CR7
14215,B6,3029,RDU,3626,JFK,3797,,0,E90
21644,DL,2009,RDU,3626,JFK,3797,Y,0,CR7 CR9
60259,US,5265,RDU,3626,JFK,3797,,0,ERD CR7
3596,9E,3976,MSY,3861,JFK,3797,,0,CR9
9771,AF,137,MSY,3861,JFK,3797,Y,0,CR9
13536,AZ,596,MSY,3861,JFK,3797,Y,0,CR9
14169,B6,3029,MSY,3861,JFK,3797,,0,E90 320
21467,DL,2009,MSY,3861,JFK,3797,Y,0,CR9
24224,EY,2222,MSY,3861,JFK,3797,Y,0,E90 320
34705,JL,2987,MSY,3861,JFK,3797,Y,0,E90
36810,KL,3090,MSY,3861,JFK,3797,Y,0,CR9
38550,LH,3320,MSY,3861,JFK,3797,Y,0,E90 320
47524,QR,4091,MSY,3861,JFK,3797,Y,0,320
61809,VS,5347,MSY,3861,JFK,3797,Y,0,CR9
14176,B6,3029,OAK,3453,JFK,3797,,0,320
14267,B6,3029,SMF,3817,JFK,3797,,0,320
14223,B6,3029,RSW,3793,JFK,3797,,0,320
21697,DL,2009,SAT,3621,JFK,3797,,0,73H
4883,AA,24,CLE,3486,JFK,3797,Y,0,ER4
20435,DL,2009,CLE,3486,JFK,3797,,0,ERJ
58741,US,5265,CLE,3486,JFK,3797,Y,0,ER4
5569,AA,24,IND,3585,JFK,3797,Y,0,ER4
20893,DL,2009,IND,3585,JFK,3797,Y,0,CR9
59384,US,5265,IND,3585,JFK,3797,,0,ER4
6597,AA,24,PIT,3570,JFK,3797,Y,0,ER4
21597,DL,2009,PIT,3570,JFK,3797,,0,752
60215,US,5265,PIT,3570,JFK,3797,,0,ER4
6816,AA,24,SJU,2890,JFK,3797,,0,757
12866,AY,2350,SJU,2890,JFK,3797,Y,0,757
14254,B6,3029,SJU,2890,JFK,3797,,0,320
21778,DL,2009,SJU,2890,JFK,3797,,0,73H 752
60389,US,5265,SJU,2890,JFK,3797,,0,757
5058,AA,24,CVG,3488,JFK,3797,Y,0,ER4
20495,DL,2009,CVG,3488,JFK,3797,Y,0,CR9
58914,US,5265,CVG,3488,JFK,3797,,0,ER4
5027,AA,24,CMH,3759,JFK,3797,Y,0,CR7 ER4
20448,DL,2009,CMH,3759,JFK,3797,Y,0,ERJ CRJ
58885,US,5265,CMH,3759,JFK,3797,,0,CR7
9152,AF,137,ATL,3682,SFO,3469,Y,0,763 739 757
17396,CI,1756,ATL,3682,SFO,3469,Y,0,739 757
20235,DL,2009,ATL,3682,SFO,3469,,0,739 757 763
24897,FL,1316,ATL,3682,SFO,3469,,0,73G
36449,KL,3090,ATL,3682,SFO,3469,Y,0,739 763 757
43889,NZ,345,ATL,3682,SFO,3469,Y,0,738
55809,UA,5209,ATL,3682,SFO,3469,,0,738
61699,VS,5347,ATL,3682,SFO,3469,Y,0,763 739 757
63479,WN,4547,ATL,3682,SFO,3469,,0,73W
5745,AA,24,LAX,3484,SFO,3469,,0,738
11735,AS,439,LAX,3484,SFO,3469,Y,0,738
21084,DL,2009,LAX,3484,SFO,3469,Y,0,E75
57009,UA,5209,LAX,3484,SFO,3469,,0,739 752 753 319 320 738
59531,US,5265,LAX,3484,SFO,3469,,0,738
62017,VX,5331,LAX,3484,SFO,3469,,0,320 319
63985,WN,4547,LAX,3484,SFO,3469,,0,73W 73C 733
6327,AA,24,ORD,3830,SFO,3469,,0,738
11806,AS,439,ORD,3830,SFO,3469,Y,0,738
57378,UA,5209,ORD,3830,SFO,3469,,0,752 739 320 738 753 319 777
59967,US,5265,ORD,3830,SFO,3469,,0,738
62022,VX,5331,ORD,3830,SFO,3469,,0,320
5312,AA,24,DFW,3670,SFO,3469,,0,738 757 763
11626,AS,439,DFW,3670,SFO,3469,Y,0,738 757 763
56225,UA,5209,DFW,3670,SFO,3469,,0,319 739
59161,US,5265,DFW,3670,SFO,3469,,0,738 757 763
61992,VX,5331,DFW,3670,SFO,3469,,0,319 320
24407,F9,2468,DEN,3751,SFO,3469,,0,320 319
56192,UA,5209,DEN,3751,SFO,3469,,0,752 738 320 739 73G 319 753
63744,WN,4547,DEN,3751,SFO,3469,,0,73W
5641,AA,24,JFK,3797,SFO,3469,,0,32B 763
11674,AS,439,JFK,3797,SFO,3469,Y,0,321 763
14100,B6,3029,JFK,3797,SFO,3469,,0,320
20987,DL,2009,JFK,3797,SFO,3469,,0,752
56914,UA,5209,JFK,3797,SFO,3469,,0,757
59455,US,5265,JFK,3797,SFO,3469,,0,32B 763
62001,VX,5331,JFK,3797,SFO,3469,,0,320
6762,AA,24,SEA,3577,SFO,3469,Y,0,737
11964,AS,439,SEA,3577,SFO,3469,,0,73J 734 73G 73H 739
21743,DL,2009,SEA,3577,SFO,3469,Y,0,E75 734
57623,UA,5209,SEA,3577,SFO,3469,,0,319 739 320 738 752
62029,VX,5331,SEA,3577,SFO,3469,,0,319 320
57102,UA,5209,MCO,3878,SFO,3469,,0,753 752 738 739
62020,VX,5331,MCO,3878,SFO,3469,,0,320
30661,HA,2688,LAS,3877,SFO,3469,Y,0,320
56950,UA,5209,LAS,3877,SFO,3469,,0,739 738 320 752 319 753
62004,VX,5331,LAS,3877,SFO,3469,,0,320 319
63959,WN,4547,LAS,3877,SFO,3469,,0,733 73W 73H 73C
5002,AA,24,CLT,3876,SFO,3469,,0,321
58861,US,5265,CLT,3876,SFO,3469,,0,321
56394,UA,5209,EWR,3494,SFO,3469,,0,739 319 738 752 73G
61994,VX,5331,EWR,3494,SFO,3469,,0,320
6576,AA,24,PHX,3462,SFO,3469,,0,320 321
57464,UA,5209,PHX,3462,SFO,3469,,0,320
60194,US,5265,PHX,3462,SFO,3469,,0,320 321
64303,WN,4547,PHX,3462,SFO,3469,,0,73W 733
17621,CM,1889,IAH,3550,SFO,3469,Y,0,788
56834,UA,5209,IAH,3550,SFO,3469,,0,319 739 738 320 788 73G 752
6102,AA,24,MIA,3576,SFO,3469,,0,763 757 738
11768,AS,439,MIA,3576,SFO,3469,Y,0,763 757 738
59773,US,5265,MIA,3576,SFO,3469,,0,763 757 738
13952,B6,3029,BOS,3448,SFO,3469,,0,320
55888,UA,5209,BOS,3448,SFO,3469,,0,752 753 739 738 73G
61987,VX,5331,BOS,3448,SFO,3469,,0,320
9768,AF,137,MSP,3858,SFO,3469,Y,0,753
21443,DL,2009,MSP,3858,SFO,3469,,0,320 753 M90 757 738
36807,KL,3090,MSP,3858,SFO,3469,Y,0,757
51696,SY,4356,MSP,3858,SFO,3469,,0,73G 738
57181,UA,5209,MSP,3858,SFO,3469,,0,320 739 319
20691,DL,2009,DTW,3645,SFO,3469,,0,739 763 738
14027,B6,3029,FLL,3533,SFO,3469,,0,320
25085,FL,1316,FLL,3533,SFO,3469,Y,0,73W
56454,UA,5209,FLL,3533,SFO,3469,,0,738 752
61996,VX,5331,FLL,3533,SFO,3469,,0,320
6498,AA,24,PHL,3752,SFO,3469,,0,320 321
57455,UA,5209,PHL,3752,SFO,3469,,0,739 738 319 752
60116,US,5265,PHL,3752,SFO,3469,,0,320 321
62025,VX,5331,PHL,3752,SFO,3469,,0,319
55932,UA,5209,BWI,3849,SFO,3469,,0,738 739 319
21854,DL,2009,SLC,3536,SFO,3469,,0,320
57745,UA,5209,SLC,3536,SFO,3469,,0,738 320 319
57581,UA,5209,SAN,3731,SFO,3469,,0,739 738 320 319
62027,VX,5331,SAN,3731,SFO,3469,,0,319 320
64386,WN,4547,SAN,3731,SFO,3469,,0,73W 73C 733
56687,UA,5209,IAD,3714,SFO,3469,,0,752 320 753 738 739 319
61998,VX,5331,IAD,3714,SFO,3469,,0,319 320
56074,UA,5209,DCA,3520,SFO,3469,,0,738 73G
61990,VX,5331,DCA,3520,SFO,3469,,0,320
25293,FL,1316,MDW,3747,SFO,3469,Y,0,73W
64131,WN,4547,MDW,3747,SFO,3469,,0,73W
20839,DL,2009,HNL,3728,SFO,3469,,0,753
30647,HA,2688,HNL,3728,SFO,3469,,0,332
56584,UA,5209,HNL,3728,SFO,3469,,0,764 777 738 753 739
6385,AA,24,PDX,3720,SFO,3469,Y,0,DH4 737
11843,AS,439,PDX,3720,SFO,3469,,0,734 73G
57438,UA,5209,PDX,3720,SFO,3469,,0,319 739 320
62023,VX,5331,PDX,3720,SFO,3469,,0,320
13902,B6,3029,AUS,3673,SFO,3469,,0,320
55824,UA,5209,AUS,3673,SFO,3469,,0,738 319 320 739
61985,VX,5331,AUS,3673,SFO,3469,,0,319
25025,FL,1316,DAL,3502,SFO,3469,Y,0,73W
57774,UA,5209,STL,3678,SFO,3469,,0,320 319
25429,FL,1316,RDU,3626,SFO,3469,Y,0,73W
57536,UA,5209,RDU,3626,SFO,3469,,0,738 739
57190,UA,5209,MSY,3861,SFO,3469,,0,320 319 738
57754,UA,5209,SMF,3817,SFO,3469,Y,0,EM2
25204,FL,1316,MCI,3458,SFO,3469,Y,0,73W
57087,UA,5209,MCI,3458,SFO,3469,Y,0,CR7
25514,FL,1316,SNA,3867,SFO,3469,Y,0,73W
57760,UA,5209,SNA,3867,SFO,3469,,0,738 319 320
64478,WN,4547,SNA,3867,SFO,3469,,0,73W
57591,UA,5209,SAT,3621,SFO,3469,Y,0,CR7
56007,UA,5209,CLE,3486,SFO,3469,,0,739 738 319
56884,UA,5209,IND,3585,SFO,3469,,0,319
57476,UA,5209,PIT,3570,SFO,3469,,0,320 319 738
20513,DL,2009,CVG,3488,SFO,3469,,0,320
9151,AF,137,ATL,3682,SEA,3577,Y,0,757 763 739
10890,AM,321,ATL,3682,SEA,3577,Y,0,739 763 757 738
11575,AS,439,ATL,3682,SEA,3577,,0,73J
13036,AZ,596,ATL,3682,SEA,3577,Y,0,739 757 738
20234,DL,2009,ATL,3682,SEA,3577,,0,76W 763 739 757 738
36448,KL,3090,ATL,3682,SEA,3577,Y,0,76W 757 763
5744,AA,24,LAX,3484,SEA,3577,Y,0,737
11734,AS,439,LAX,3484,SEA,3577,,0,73H 734 739 73J 73G
21083,DL,2009,LAX,3484,SEA,3577,,0,73H
57008,UA,5209,LAX,3484,SEA,3577,,0,319 738 320 752
62016,VX,5331,LAX,3484,SEA,3577,,0,319 320
6326,AA,24,ORD,3830,SEA,3577,,0,738
11805,AS,439,ORD,3830,SEA,3577,,0,73H 739 73J
57377,UA,5209,ORD,3830,SEA,3577,,0,320 752 738 739
59966,US,5265,ORD,3830,SEA,3577,,0,738
5311,AA,24,DFW,3670,SEA,3577,,0,738 757
11625,AS,439,DFW,3670,SEA,3577,,0,73J 739
59160,US,5265,DFW,3670,SEA,3577,,0,738 757
5159,AA,24,DEN,3751,SEA,3577,Y,0,737
11621,AS,439,DEN,3751,SEA,3577,,0,739 73G 73H
24406,F9,2468,DEN,3751,SEA,3577,,0,319 320
56191,UA,5209,DEN,3751,SEA,3577,,0,320 738 739
63743,WN,4547,DEN,3751,SEA,3577,,0,73W 73H
5640,AA,24,JFK,3797,SEA,3577,,0,738
11673,AS,439,JFK,3797,SEA,3577,Y,0,738
14099,B6,3029,JFK,3797,SEA,3577,,0,320
20986,DL,2009,JFK,3797,SEA,3577,,0,752 757
59454,US,5265,JFK,3797,SEA,3577,,0,738
6782,AA,24,SFO,3469,SEA,3577,Y,0,737
11986,AS,439,SFO,3469,SEA,3577,,0,73H 734 73G 73J 739
21760,DL,2009,SFO,3469,SEA,3577,Y,0,E75 734
36898,KL,3090,SFO,3469,SEA,3577,Y,0,734
57697,UA,5209,SFO,3469,SEA,3577,,0,319 738 739 320 752 753
62047,VX,5331,SFO,3469,SEA,3577,,0,320 319
5965,AA,24,MCO,3878,SEA,3577,Y,0,737
11760,AS,439,MCO,3878,SEA,3577,,0,73H 73J
11693,AS,439,LAS,3877,SEA,3577,,0,73G 73H 739 73J
21031,DL,2009,LAS,3877,SEA,3577,Y,0,CR9
25160,FL,1316,LAS,3877,SEA,3577,Y,0,73C
63958,WN,4547,LAS,3877,SEA,3577,,0,73W 733 73C 73H
5001,AA,24,CLT,3876,SEA,3577,,0,320 321 319
58860,US,5265,CLT,3876,SEA,3577,,0,320 321 319
5407,AA,24,EWR,3494,SEA,3577,Y,0,737
11636,AS,439,EWR,3494,SEA,3577,,0,73J
56393,UA,5209,EWR,3494,SEA,3577,,0,739 320 319 738
6575,AA,24,PHX,3462,SEA,3577,,0,320 321
11854,AS,439,PHX,3462,SEA,3577,,0,73H 73J 73G 734
60193,US,5265,PHX,3462,SEA,3577,,0,320 321
64302,WN,4547,PHX,3462,SEA,3577,,0,73W 73C 733
11666,AS,439,IAH,3550,SEA,3577,,0,73J
20868,DL,2009,IAH,3550,SEA,3577,Y,0,73J
56833,UA,5209,IAH,3550,SEA,3577,,0,319 320 739 738
6101,AA,24,MIA,3576,SEA,3577,,0,757
59772,US,5265,MIA,3576,SEA,3577,,0,757
4811,AA,24,BOS,3448,SEA,3577,Y,0,737
11603,AS,439,BOS,3448,SEA,3577,,0,73J 73H
13951,B6,3029,BOS,3448,SEA,3577,,0,320
9767,AF,137,MSP,3858,SEA,3577,Y,0,753
11776,AS,439,MSP,3858,SEA,3577,,0,739 73G 73J
21442,DL,2009,MSP,3858,SEA,3577,,0,738 739 757 753 763
36806,KL,3090,MSP,3858,SEA,3577,Y,0,757
51695,SY,4356,MSP,3858,SEA,3577,,0,73G 738
20690,DL,2009,DTW,3645,SEA,3577,,0,753 757 739
11645,AS,439,FLL,3533,SEA,3577,,0,73H
6497,AA,24,PHL,3752,SEA,3577,,0,320 321
11851,AS,439,PHL,3752,SEA,3577,,0,73J 73H
60115,US,5265,PHL,3752,SEA,3577,,0,320 321
63632,WN,4547,BWI,3849,SEA,3577,,0,73W
12011,AS,439,SLC,3536,SEA,3577,,0,739 734 73H 73G
21853,DL,2009,SLC,3536,SEA,3577,,0,320 738 73H 757 739
25500,FL,1316,SLC,3536,SEA,3577,Y,0,73W 73C
64461,WN,4547,SLC,3536,SEA,3577,,0,73W 73C
6708,AA,24,SAN,3731,SEA,3577,Y,0,737
11898,AS,439,SAN,3731,SEA,3577,,0,73J 73H 73G 734 739
21692,DL,2009,SAN,3731,SEA,3577,Y,0,73J 73H 734 739 73G
56686,UA,5209,IAD,3714,SEA,3577,,0,739 752 320
11619,AS,439,DCA,3520,SEA,3577,,0,73H
25562,FL,1316,TPA,3646,SEA,3577,Y,0,73W
25292,FL,1316,MDW,3747,SEA,3577,Y,0,73W 73H
64130,WN,4547,MDW,3747,SEA,3577,,0,73H 73W
11661,AS,439,HNL,3728,SEA,3577,,0,73H
20838,DL,2009,HNL,3728,SEA,3577,,0,753
30646,HA,2688,HNL,3728,SEA,3577,,0,332
11842,AS,439,PDX,3720,SEA,3577,Y,0,DH4 CR7
57437,UA,5209,PDX,3720,SEA,3577,Y,0,EM2
11579,AS,439,AUS,3673,SEA,3577,,0,739 73H
25024,FL,1316,DAL,3502,SEA,3577,Y,0,73W
6858,AA,24,STL,3678,SEA,3577,Y,0,737
12024,AS,439,STL,3678,SEA,3577,,0,73H 73J
6799,AA,24,SJC,3748,SEA,3577,Y,0,737
11999,AS,439,SJC,3748,SEA,3577,,0,73H 739 734 73J
64446,WN,4547,SJC,3748,SEA,3577,,0,73H 733 73C 73W
6207,AA,24,OAK,3453,SEA,3577,Y,0,737
11786,AS,439,OAK,3453,SEA,3577,,0,73G 73H 734
64211,WN,4547,OAK,3453,SEA,3577,,0,733 73C 73W
6836,AA,24,SMF,3817,SEA,3577,Y,0,737
12017,AS,439,SMF,3817,SEA,3577,,0,73H
21871,DL,2009,SMF,3817,SEA,3577,Y,0,73H
25507,FL,1316,SMF,3817,SEA,3577,Y,0,73W
64471,WN,4547,SMF,3817,SEA,3577,,0,73W 73C 733
5952,AA,24,MCI,3458,SEA,3577,Y,0,737
11757,AS,439,MCI,3458,SEA,3577,,0,73J
25203,FL,1316,MCI,3458,SEA,3577,Y,0,73W
6841,AA,24,SNA,3867,SEA,3577,Y,0,737
12020,AS,439,SNA,3867,SEA,3577,,0,73G 73H
11902,AS,439,SAT,3621,SEA,3577,,0,73H 73J
9105,AF,137,ATL,3682,MCO,3878,Y,0,757
10878,AM,321,ATL,3682,MCO,3878,Y,0,757
13010,AZ,596,ATL,3682,MCO,3878,Y,0,757
20177,DL,2009,ATL,3682,MCO,3878,,0,757 763 739 753
24878,FL,1316,ATL,3682,MCO,3878,,0,717 73G
36404,KL,3090,ATL,3682,MCO,3878,Y,0,757 739
61682,VS,5347,ATL,3682,MCO,3878,Y,0,757 763 739
63460,WN,4547,ATL,3682,MCO,3878,,0,73W 733 73C
5720,AA,24,LAX,3484,MCO,3878,,0,757 738
11715,AS,439,LAX,3484,MCO,3878,Y,0,757 738
21066,DL,2009,LAX,3484,MCO,3878,,0,738 757 739 73H
56984,UA,5209,LAX,3484,MCO,3878,,0,739
59511,US,5265,LAX,3484,MCO,3878,,0,757 738
62013,VX,5331,LAX,3484,MCO,3878,,0,320
6292,AA,24,ORD,3830,MCO,3878,,0,738 M83 M80
43526,NK,4687,ORD,3830,MCO,3878,,0,320
57329,UA,5209,ORD,3830,MCO,3878,,0,739 752 73G 320 738
59932,US,5265,ORD,3830,MCO,3878,,0,738 M83 M80
5259,AA,24,DFW,3670,MCO,3878,,0,738 M80 M83 757
43375,NK,4687,DFW,3670,MCO,3878,,0,319 320
59108,US,5265,DFW,3670,MCO,3878,,0,738 M80 M83 757
24386,F9,2468,DEN,3751,MCO,3878,,0,320 319
25046,FL,1316,DEN,3751,MCO,3878,Y,0,73W
56151,UA,5209,DEN,3751,MCO,3878,,0,320 738 739 752
63725,WN,4547,DEN,3751,MCO,3878,,0,73W 73H
5627,AA,24,JFK,3797,MCO,3878,,0,763 757
14077,B6,3029,JFK,3797,MCO,3878,,0,3.2E+92
20959,DL,2009,JFK,3797,MCO,3878,,0,752 73H M88 738
59442,US,5265,JFK,3797,MCO,3878,Y,0,763 757
57665,UA,5209,SFO,3469,MCO,3878,,0,752 738 739 753
62041,VX,5331,SFO,3469,MCO,3878,,0,320
6753,AA,24,SEA,3577,MCO,3878,Y,0,737
11944,AS,439,SEA,3577,MCO,3878,,0,73H 73J
21025,DL,2009,LAS,3877,MCO,3878,,0,73H
63941,WN,4547,LAS,3877,MCO,3878,,0,73H 738
4961,AA,24,CLT,3876,MCO,3878,,0,321 767 757 319
24998,FL,1316,CLT,3876,MCO,3878,Y,0,73W 733
58820,US,5265,CLT,3876,MCO,3878,,0,321 762 752 319
63653,WN,4547,CLT,3876,MCO,3878,,0,73W 733
13997,B6,3029,EWR,3494,MCO,3878,,0,320
56349,UA,5209,EWR,3494,MCO,3878,,0,738 320 752 739 73G
6553,AA,24,PHX,3462,MCO,3878,,0,320 321
60171,US,5265,PHX,3462,MCO,3878,,0,320 321
64285,WN,4547,PHX,3462,MCO,3878,,0,73W 73H
43449,NK,4687,IAH,3550,MCO,3878,,0,320
56787,UA,5209,IAH,3550,MCO,3878,,0,739 738 320 73G 753
6067,AA,24,MIA,3576,MCO,3878,,0,757 738
59738,US,5265,MIA,3576,MCO,3878,,0,757 738
13934,B6,3029,BOS,3448,MCO,3878,,0,3.2E+92
20350,DL,2009,BOS,3448,MCO,3878,,0,320
24935,FL,1316,BOS,3448,MCO,3878,,0,717
63567,WN,4547,BOS,3448,MCO,3878,,1,73W
21409,DL,2009,MSP,3858,MCO,3878,,0,757 753
25335,FL,1316,MSP,3858,MCO,3878,Y,0,73W
51688,SY,4356,MSP,3858,MCO,3878,,0,738 73G
64170,WN,4547,MSP,3858,MCO,3878,,0,73W
20645,DL,2009,DTW,3645,MCO,3878,,0,757 753
43396,NK,4687,DTW,3645,MCO,3878,,0,321 320 319
461,3M,20710,FLL,3533,MCO,3878,,0,SF3
43422,NK,4687,FLL,3533,MCO,3878,,0,320
56451,UA,5209,FLL,3533,MCO,3878,Y,0,SF3
6464,AA,24,PHL,3752,MCO,3878,,0,767 321 757 320 332
25393,FL,1316,PHL,3752,MCO,3878,Y,0,73W 73C
60082,US,5265,PHL,3752,MCO,3878,,0,762 321 752 320 332
64258,WN,4547,PHL,3752,MCO,3878,,0,73W 73C 733
14122,B6,3029,LGA,3697,MCO,3878,,0,320
21133,DL,2009,LGA,3697,MCO,3878,,0,319 M88 738
24965,FL,1316,BWI,3849,MCO,3878,,0,717
63613,WN,4547,BWI,3849,MCO,3878,,0,733 73W 73C 738 73H
21827,DL,2009,SLC,3536,MCO,3878,,0,757
6700,AA,24,SAN,3731,MCO,3878,Y,0,737
11891,AS,439,SAN,3731,MCO,3878,,0,73H
56655,UA,5209,IAD,3714,MCO,3878,,0,320 738 739 752
5114,AA,24,DCA,3520,MCO,3878,,0,320 319
13978,B6,3029,DCA,3520,MCO,3878,,0,3.2E+92
58970,US,5265,DCA,3520,MCO,3878,,0,320 319
25270,FL,1316,MDW,3747,MCO,3878,,0,717 73G
64108,WN,4547,MDW,3747,MCO,3878,,0,73H 73W
20323,DL,2009,BNA,3690,MCO,3878,Y,0,CR9
24926,FL,1316,BNA,3690,MCO,3878,Y,0,73W
63543,WN,4547,BNA,3690,MCO,3878,,0,73W 73C 733
13901,B6,3029,AUS,3673,MCO,3878,,0,E90 320
20277,DL,2009,AUS,3673,MCO,3878,Y,0,CR7
24909,FL,1316,AUS,3673,MCO,3878,Y,0,73C 73W
63498,WN,4547,AUS,3673,MCO,3878,,0,733 73C 73W
64499,WN,4547,STL,3678,MCO,3878,,0,73W 73H 733
25109,FL,1316,HOU,3566,MCO,3878,Y,0,733
63859,WN,4547,HOU,3566,MCO,3878,,0,733 73C 73H 73W
21648,DL,2009,RDU,3626,MCO,3878,Y,0,CR9
25427,FL,1316,RDU,3626,MCO,3878,Y,0,733 73W
64340,WN,4547,RDU,3626,MCO,3878,,0,733 73W 73C
25352,FL,1316,MSY,3861,MCO,3878,Y,0,733 73W 73C
64188,WN,4547,MSY,3861,MCO,3878,,0,733 73W 73C
21206,DL,2009,MCI,3458,MCO,3878,Y,0,E75
25196,FL,1316,MCI,3458,MCO,3878,Y,0,73W
64025,WN,4547,MCI,3458,MCO,3878,,0,73W 73C 738
497,3M,20710,RSW,3793,MCO,3878,,0,SF3
57564,UA,5209,RSW,3793,MCO,3878,Y,0,SF3
21698,DL,2009,SAT,3621,MCO,3878,Y,0,CR9
25459,FL,1316,SAT,3621,MCO,3878,Y,0,73W
64401,WN,4547,SAT,3621,MCO,3878,,0,73W
55995,UA,5209,CLE,3486,MCO,3878,,0,738 320 73G 739
20897,DL,2009,IND,3585,MCO,3878,Y,0,CR9
25132,FL,1316,IND,3585,MCO,3878,,0,717
63891,WN,4547,IND,3585,MCO,3878,,0,73C 73W 733
21599,DL,2009,PIT,3570,MCO,3878,Y,0,CR9
25411,FL,1316,PIT,3570,MCO,3878,,0,717
64319,WN,4547,PIT,3570,MCO,3878,,0,73W 738 733
14255,B6,3029,SJU,2890,MCO,3878,,0,E90 320
25492,FL,1316,SJU,2890,MCO,3878,Y,0,738
43559,NK,4687,SJU,2890,MCO,3878,,0,321 320
64451,WN,4547,SJU,2890,MCO,3878,,0,73W 738
20500,DL,2009,CVG,3488,MCO,3878,,0,M88 320
