,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID	,Codeshare,Stops,Equipment
63757,WN,4547,DTW,3645,BNA,3690,,0,73W 73C 73H
63790,WN,4547,FLL,3533,BNA,3690,,0,73W 73C 733
6413,AA,24,PHL,3752,BNA,3690,Y,0,CRJ E75 E70
60032,US,5265,PHL,3752,BNA,3690,,0,CRJ
64254,WN,4547,PHL,3752,BNA,3690,,0,73W 73C
5767,AA,24,LGA,3697,BNA,3690,Y,0,CR7
21105,DL,2009,LGA,3697,BNA,3690,Y,0,CR7 CR9
59548,US,5265,LGA,3697,BNA,3690,,0,CR7
63995,WN,4547,LGA,3697,BNA,3690,,0,73W
24948,FL,1316,BWI,3849,BNA,3690,Y,0,73W
63590,WN,4547,BWI,3849,BNA,3690,,0,733 73C 73W
21784,DL,2009,SLC,3536,BNA,3690,Y,0,CR9
64374,WN,4547,SAN,3731,BNA,3690,,0,73W 73H
56603,UA,5209,IAD,3714,BNA,3690,Y,0,ERJ CRJ
5080,AA,24,DCA,3520,BNA,3690,Y,0,ERD CRJ E70
58936,US,5265,DCA,3520,BNA,3690,,0,ERD CRJ
64519,WN,4547,TPA,3646,BNA,3690,,0,73C 73W 733
25246,FL,1316,MDW,3747,BNA,3690,Y,0,73W
64084,WN,4547,MDW,3747,BNA,3690,,0,73W
63485,WN,4547,AUS,3673,BNA,3690,,0,73W
25517,FL,1316,STL,3678,BNA,3690,Y,0,73C
64482,WN,4547,STL,3678,BNA,3690,,0,73W 73C
63835,WN,4547,HOU,3566,BNA,3690,,0,73W 735 73C 733
25425,FL,1316,RDU,3626,BNA,3690,,0,733
64334,WN,4547,RDU,3626,BNA,3690,,0,73W 733
64177,WN,4547,MSY,3861,BNA,3690,,0,735 73W 733
64014,WN,4547,MCI,3458,BNA,3690,,0,73W 73C
64392,WN,4547,SAT,3621,BNA,3690,,0,73C 73W
55967,UA,5209,CLE,3486,BNA,3690,Y,0,ERJ
63647,WN,4547,CLE,3486,BNA,3690,,0,73W 73C
64312,WN,4547,PIT,3570,BNA,3690,,0,73C 733 73W
20480,DL,2009,CVG,3488,BNA,3690,Y,0,CRJ
63656,WN,4547,CMH,3759,BNA,3690,,0,73W 73C
9022,AF,137,ATL,3682,AUS,3673,Y,0,M90 M88
12967,AZ,596,ATL,3682,AUS,3673,Y,0,M90 M88
20065,DL,2009,ATL,3682,AUS,3673,,0,M90 M88
24858,FL,1316,ATL,3682,AUS,3673,,0,73G
36321,KL,3090,ATL,3682,AUS,3673,Y,0,M90 M88
61656,VS,5347,ATL,3682,AUS,3673,Y,0,M90 M88
63439,WN,4547,ATL,3682,AUS,3673,,0,733 73W
5692,AA,24,LAX,3484,AUS,3673,,0,M83 738
11697,AS,439,LAX,3484,AUS,3673,Y,0,M83 738
56954,UA,5209,LAX,3484,AUS,3673,Y,0,CR7
59487,US,5265,LAX,3484,AUS,3673,,0,M83 738
63970,WN,4547,LAX,3484,AUS,3673,,0,733 73W 73C
6232,AA,24,ORD,3830,AUS,3673,,0,M80 M83
57259,UA,5209,ORD,3830,AUS,3673,,0,319 320
59874,US,5265,ORD,3830,AUS,3673,,0,M80 M83
5167,AA,24,DFW,3670,AUS,3673,,0,M80 M83 738
25064,FL,1316,DFW,3670,AUS,3673,Y,0,M83
59019,US,5265,DFW,3670,AUS,3673,,0,M80 M83 738
24353,F9,2468,DEN,3751,AUS,3673,,0,319
56085,UA,5209,DEN,3751,AUS,3673,,0,738 739 752
63702,WN,4547,DEN,3751,AUS,3673,,0,73C 73W
5594,AA,24,JFK,3797,AUS,3673,,0,738
14049,B6,3029,JFK,3797,AUS,3673,,0,320
20921,DL,2009,JFK,3797,AUS,3673,,0,319
59414,US,5265,JFK,3797,AUS,3673,,0,738
14238,B6,3029,SFO,3469,AUS,3673,,0,320
57629,UA,5209,SFO,3469,AUS,3673,,0,738 320 319
62030,VX,5331,SFO,3469,AUS,3673,,0,319
11912,AS,439,SEA,3577,AUS,3673,,0,739 73H
14144,B6,3029,MCO,3878,AUS,3673,,0,E90 320
21211,DL,2009,MCO,3878,AUS,3673,Y,0,CR7
25210,FL,1316,MCO,3878,AUS,3673,Y,0,73W
64038,WN,4547,MCO,3878,AUS,3673,,0,733 73W
25144,FL,1316,LAS,3877,AUS,3673,Y,0,73W
28997,G4,35,LAS,3877,AUS,3673,,0,M80 757
63915,WN,4547,LAS,3877,AUS,3673,,0,73H 733 73W 73C
4895,AA,24,CLT,3876,AUS,3673,,0,CR9
58753,US,5265,CLT,3876,AUS,3673,Y,0,CR9
56287,UA,5209,EWR,3494,AUS,3673,,0,738 319 739
63775,WN,4547,EWR,3494,AUS,3673,,0,73W
6519,AA,24,PHX,3462,AUS,3673,,0,319 CR9
60137,US,5265,PHX,3462,AUS,3673,,0,319
64266,WN,4547,PHX,3462,AUS,3673,,0,73C 73W 733
56712,UA,5209,IAH,3550,AUS,3673,,0,319 73G 738 739 320
13914,B6,3029,BOS,3448,AUS,3673,,0,E90
21345,DL,2009,MSP,3858,AUS,3673,Y,0,CR9 E75
20579,DL,2009,DTW,3645,AUS,3673,,0,717
14003,B6,3029,FLL,3533,AUS,3673,,0,E90
25079,FL,1316,FLL,3533,AUS,3673,Y,0,73W
63788,WN,4547,FLL,3533,AUS,3673,,0,73W
6405,AA,24,PHL,3752,AUS,3673,,0,3.19E+92
60024,US,5265,PHL,3752,AUS,3673,,0,3.19E+92
24946,FL,1316,BWI,3849,AUS,3673,Y,0,73C
63587,WN,4547,BWI,3849,AUS,3673,,0,73W 73C
21782,DL,2009,SLC,3536,AUS,3673,,0,319
64373,WN,4547,SAN,3731,AUS,3673,,0,73W
56599,UA,5209,IAD,3714,AUS,3673,,0,319
63693,WN,4547,DCA,3520,AUS,3673,,0,73W
64516,WN,4547,TPA,3646,AUS,3673,,0,73C
25243,FL,1316,MDW,3747,AUS,3673,Y,0,73W
64080,WN,4547,MDW,3747,AUS,3673,,0,73W
63525,WN,4547,BNA,3690,AUS,3673,,0,733 73W 735
25014,FL,1316,DAL,3502,AUS,3673,Y,0,73W 735
63671,WN,4547,DAL,3502,AUS,3673,,0,73W 733 735 73C
64436,WN,4547,SJC,3748,AUS,3673,,0,73W
25095,FL,1316,HOU,3566,AUS,3673,Y,0,735
63832,WN,4547,HOU,3566,AUS,3673,,0,735 733 73C 73W
6147,AA,24,MSY,3861,AUS,3673,,0,
25342,FL,1316,MSY,3861,AUS,3673,Y,0,73C
64176,WN,4547,MSY,3861,AUS,3673,,0,73C 735
64197,WN,4547,OAK,3453,AUS,3673,,0,73W
55965,UA,5209,CLE,3486,AUS,3673,Y,0,CR7
9053,AF,137,ATL,3682,DAL,3502,Y,0,CRJ
20104,DL,2009,ATL,3682,DAL,3502,Y,0,CRJ
36351,KL,3090,ATL,3682,DAL,3502,Y,0,CRJ
61664,VS,5347,ATL,3682,DAL,3502,Y,0,CRJ
56739,UA,5209,IAH,3550,DAL,3502,Y,0,ERJ
63487,WN,4547,AUS,3673,DAL,3502,,0,735 73W 733 73C
25520,FL,1316,STL,3678,DAL,3502,Y,0,73W
64486,WN,4547,STL,3678,DAL,3502,,0,73W 73C
25100,FL,1316,HOU,3566,DAL,3502,Y,0,735 73W 73C 733
63841,WN,4547,HOU,3566,DAL,3502,,0,73C 73W 733 735
25344,FL,1316,MSY,3861,DAL,3502,Y,0,73W 73C 733
64179,WN,4547,MSY,3861,DAL,3502,,0,733 73W 73C 735
25191,FL,1316,MCI,3458,DAL,3502,Y,0,73W
64017,WN,4547,MCI,3458,DAL,3502,,0,73W 733
25454,FL,1316,SAT,3621,DAL,3502,Y,0,73W 73C 733
64394,WN,4547,SAT,3621,DAL,3502,,0,73W 73C 735 733
9161,AF,137,ATL,3682,STL,3678,Y,0,M90 717 757 319 M88
10893,AM,321,ATL,3682,STL,3678,Y,0,M90 717 319 M88
13041,AZ,596,ATL,3682,STL,3678,Y,0,M90
20246,DL,2009,ATL,3682,STL,3678,,0,M90 717 757 319 M88
24899,FL,1316,ATL,3682,STL,3678,,0,717
36459,KL,3090,ATL,3682,STL,3678,Y,0,M90 757
61704,VS,5347,ATL,3682,STL,3678,Y,0,717 M90 757 M88
63481,WN,4547,ATL,3682,STL,3678,,0,73W 733
5750,AA,24,LAX,3484,STL,3678,,0,M83
11738,AS,439,LAX,3484,STL,3678,Y,0,M83
59536,US,5265,LAX,3484,STL,3678,,0,M83
63989,WN,4547,LAX,3484,STL,3678,,0,73W 733
6334,AA,24,ORD,3830,STL,3678,,0,M80 M83 738
57389,UA,5209,ORD,3830,STL,3678,Y,0,CR7 ERJ ER4
59974,US,5265,ORD,3830,STL,3678,,0,M80 M83 738
5326,AA,24,DFW,3670,STL,3678,,0,M80 M83 738
59175,US,5265,DFW,3670,STL,3678,,0,M80 M83 738
24412,F9,2468,DEN,3751,STL,3678,,0,320 319
56201,UA,5209,DEN,3751,STL,3678,Y,0,CR7 E70 ERJ CRJ
63749,WN,4547,DEN,3751,STL,3678,,0,73W 733
20992,DL,2009,JFK,3797,STL,3678,,0,CR7 CR9
57702,UA,5209,SFO,3469,STL,3678,,0,320 319
6766,AA,24,SEA,3577,STL,3678,Y,0,737
11969,AS,439,SEA,3577,STL,3678,,0,73H 73J
25239,FL,1316,MCO,3878,STL,3678,Y,0,73C 73W
64076,WN,4547,MCO,3878,STL,3678,,0,73W 73C
63964,WN,4547,LAS,3877,STL,3678,,0,73H 73W
5009,AA,24,CLT,3876,STL,3678,,0,319
58868,US,5265,CLT,3876,STL,3678,,0,319
56400,UA,5209,EWR,3494,STL,3678,Y,0,ERJ E70
63782,WN,4547,EWR,3494,STL,3678,,0,73W
6582,AA,24,PHX,3462,STL,3678,,0,319
60200,US,5265,PHX,3462,STL,3678,,0,319
64308,WN,4547,PHX,3462,STL,3678,,0,73C 733 73W
56845,UA,5209,IAH,3550,STL,3678,Y,0,ER4 ERJ
6108,AA,24,MIA,3576,STL,3678,,0,738
59779,US,5265,MIA,3576,STL,3678,,0,738
63570,WN,4547,BOS,3448,STL,3678,,0,73W
21448,DL,2009,MSP,3858,STL,3678,,0,M90 319 320 M88
25340,FL,1316,MSP,3858,STL,3678,Y,0,73W
64174,WN,4547,MSP,3858,STL,3678,,0,73W 733
20694,DL,2009,DTW,3645,STL,3678,,0,320 717
63763,WN,4547,DTW,3645,STL,3678,,0,73W
63810,WN,4547,FLL,3533,STL,3678,,0,73W
6501,AA,24,PHL,3752,STL,3678,,0,CRJ
60119,US,5265,PHL,3752,STL,3678,Y,0,CRJ E70 E75
64262,WN,4547,PHL,3752,STL,3678,,0,73W 73C
5789,AA,24,LGA,3697,STL,3678,Y,0,CR7
21155,DL,2009,LGA,3697,STL,3678,,0,CR7
59570,US,5265,LGA,3697,STL,3678,Y,0,CR7
64001,WN,4547,LGA,3697,STL,3678,,0,73W
24985,FL,1316,BWI,3849,STL,3678,Y,0,73W
63635,WN,4547,BWI,3849,STL,3678,,0,73W 73H 733
21860,DL,2009,SLC,3536,STL,3678,,0,320
64389,WN,4547,SAN,3731,STL,3678,,0,73W
56692,UA,5209,IAD,3714,STL,3678,Y,0,ER4 CR7
5141,AA,24,DCA,3520,STL,3678,Y,0,CR7
58996,US,5265,DCA,3520,STL,3678,Y,0,CR7
63698,WN,4547,DCA,3520,STL,3678,,0,73W
25564,FL,1316,TPA,3646,STL,3678,Y,0,73C
64549,WN,4547,TPA,3646,STL,3678,,0,73W 73C 73H
25297,FL,1316,MDW,3747,STL,3678,Y,0,73W 73C
64135,WN,4547,MDW,3747,STL,3678,,0,73W 738 73C
63553,WN,4547,BNA,3690,STL,3678,,0,73W 73C
25027,FL,1316,DAL,3502,STL,3678,Y,0,73W 73C
63685,WN,4547,DAL,3502,STL,3678,,0,73C 73W 733
63872,WN,4547,HOU,3566,STL,3678,,0,73H 73C 733 73W
64343,WN,4547,RDU,3626,STL,3678,,0,73W
25356,FL,1316,MSY,3861,STL,3678,Y,0,73C 73W
64193,WN,4547,MSY,3861,STL,3678,,0,73W 73C
25205,FL,1316,MCI,3458,STL,3678,Y,0,73W
64034,WN,4547,MCI,3458,STL,3678,,0,73C 73W
64370,WN,4547,RSW,3793,STL,3678,,0,73W 73C
25463,FL,1316,SAT,3621,STL,3678,Y,0,73C
64405,WN,4547,SAT,3621,STL,3678,,0,733 73C 73W
56008,UA,5209,CLE,3486,STL,3678,Y,0,ER4 ERJ
6605,AA,24,PIT,3570,STL,3678,Y,0,ER4
60223,US,5265,PIT,3570,STL,3678,Y,0,ERJ
20515,DL,2009,CVG,3488,STL,3678,Y,0,CR9 CRJ
25004,FL,1316,CMH,3759,STL,3678,Y,0,73W
63665,WN,4547,CMH,3759,STL,3678,,0,733 73C 73W
20238,DL,2009,ATL,3682,SJC,3748,,0,738
36452,KL,3090,ATL,3682,SJC,3748,Y,0,738
61700,VS,5347,ATL,3682,SJC,3748,Y,0,738
5746,AA,24,LAX,3484,SJC,3748,Y,0,CR7 CRJ
21085,DL,2009,LAX,3484,SJC,3748,Y,0,CR9 CR7
57010,UA,5209,LAX,3484,SJC,3748,Y,0,CR7
59532,US,5265,LAX,3484,SJC,3748,,0,CR7
62018,VX,5331,LAX,3484,SJC,3748,,0,320
63986,WN,4547,LAX,3484,SJC,3748,,0,73W 73C 733 738
6329,AA,24,ORD,3830,SJC,3748,,0,738
59969,US,5265,ORD,3830,SJC,3748,,0,738
5315,AA,24,DFW,3670,SJC,3748,,0,M83
59164,US,5265,DFW,3670,SJC,3748,,0,M83
56196,UA,5209,DEN,3751,SJC,3748,,0,319 752 738 73G
63745,WN,4547,DEN,3751,SJC,3748,,0,73W
14101,B6,3029,JFK,3797,SJC,3748,,0,320
6763,AA,24,SEA,3577,SJC,3748,Y,0,737
11965,AS,439,SEA,3577,SJC,3748,,0,734 73H 73J 739
64424,WN,4547,SEA,3577,SJC,3748,,0,733 73C 73W 73H
63960,WN,4547,LAS,3877,SJC,3748,,0,73W 73H 73C 733
6577,AA,24,PHX,3462,SJC,3748,,0,319 320
25407,FL,1316,PHX,3462,SJC,3748,Y,0,73W
60195,US,5265,PHX,3462,SJC,3748,,0,319 320
64304,WN,4547,PHX,3462,SJC,3748,,0,73W 733 73H 73C
56836,UA,5209,IAH,3550,SJC,3748,,0,319 320 739 738
13953,B6,3029,BOS,3448,SJC,3748,,0,320
21444,DL,2009,MSP,3858,SJC,3748,,0,320 738
21856,DL,2009,SLC,3536,SJC,3748,,0,738
25450,FL,1316,SAN,3731,SJC,3748,Y,0,73W
64387,WN,4547,SAN,3731,SJC,3748,,0,733 73W 73H 73C
25294,FL,1316,MDW,3747,SJC,3748,Y,0,73W
64132,WN,4547,MDW,3747,SJC,3748,,0,73W
5528,AA,24,HNL,3728,SJC,3748,Y,0,737
11662,AS,439,HNL,3728,SJC,3748,,0,73H
6386,AA,24,PDX,3720,SJC,3748,Y,0,737 DH4
11844,AS,439,PDX,3720,SJC,3748,,0,734 73G 73H
64250,WN,4547,PDX,3720,SJC,3748,,0,73W 733
24912,FL,1316,AUS,3673,SJC,3748,Y,0,73W
63504,WN,4547,AUS,3673,SJC,3748,,0,73W 733 73C
64479,WN,4547,SNA,3867,SJC,3748,,0,73W
12996,AZ,596,ATL,3682,HOU,3566,Y,0,M88
20147,DL,2009,ATL,3682,HOU,3566,,0,M88
24870,FL,1316,ATL,3682,HOU,3566,,0,717
36383,KL,3090,ATL,3682,HOU,3566,Y,0,M88
61671,VS,5347,ATL,3682,HOU,3566,Y,0,M88
63452,WN,4547,ATL,3682,HOU,3566,,0,73C 73W 733
25168,FL,1316,LAX,3484,HOU,3566,Y,0,73W
63975,WN,4547,LAX,3484,HOU,3566,,0,73H 733 73C 73W
5231,AA,24,DFW,3670,HOU,3566,,0,M83 M80
59080,US,5265,DFW,3670,HOU,3566,,0,M83 M80
63717,WN,4547,DEN,3751,HOU,3566,,0,73H 73W 733
14066,B6,3029,JFK,3797,HOU,3566,,0,E90
25220,FL,1316,MCO,3878,HOU,3566,,1,73W
64053,WN,4547,MCO,3878,HOU,3566,,0,73W 733 73H
25148,FL,1316,LAS,3877,HOU,3566,Y,0,73H
63932,WN,4547,LAS,3877,HOU,3566,,0,73C 738 73W 73H
63652,WN,4547,CLT,3876,HOU,3566,,0,733 73W
63778,WN,4547,EWR,3494,HOU,3566,,0,73W
25400,FL,1316,PHX,3462,HOU,3566,Y,0,73H 73W
64279,WN,4547,PHX,3462,HOU,3566,,0,73W 733 73H 73C
13927,B6,3029,BOS,3448,HOU,3566,,0,E90
63565,WN,4547,BOS,3448,HOU,3566,,0,73W
25081,FL,1316,FLL,3533,HOU,3566,Y,0,73W
63795,WN,4547,FLL,3533,HOU,3566,,0,73W
63998,WN,4547,LGA,3697,HOU,3566,,0,73W
63605,WN,4547,BWI,3849,HOU,3566,,0,733 73H 73W 73C 738
25443,FL,1316,SAN,3731,HOU,3566,Y,0,73W 73H
64377,WN,4547,SAN,3731,HOU,3566,,0,73W
63694,WN,4547,DCA,3520,HOU,3566,,0,73W
25549,FL,1316,TPA,3646,HOU,3566,Y,0,73W 73C
64530,WN,4547,TPA,3646,HOU,3566,,0,738 73W 73H 73C
25260,FL,1316,MDW,3747,HOU,3566,Y,0,73H 73W
64098,WN,4547,MDW,3747,HOU,3566,,0,73W 73H
24925,FL,1316,BNA,3690,HOU,3566,Y,0,735
63537,WN,4547,BNA,3690,HOU,3566,,0,735 73C 73W
63493,WN,4547,AUS,3673,HOU,3566,,0,73W 735 73C
25016,FL,1316,DAL,3502,HOU,3566,,0,73W
63675,WN,4547,DAL,3502,HOU,3566,,0,73C 73W 735 733
64494,WN,4547,STL,3678,HOU,3566,,0,73W 733 73C
64338,WN,4547,RDU,3626,HOU,3566,,0,73W 733
25349,FL,1316,MSY,3861,HOU,3566,Y,0,735 73W 73C
64184,WN,4547,MSY,3861,HOU,3566,,0,73W 735 73C
64202,WN,4547,OAK,3453,HOU,3566,,0,73W
64021,WN,4547,MCI,3458,HOU,3566,,0,73W
64474,WN,4547,SNA,3867,HOU,3566,,0,73W
25456,FL,1316,SAT,3621,HOU,3566,Y,0,73W 735
64397,WN,4547,SAT,3621,HOU,3566,,0,73W 735 73C
63888,WN,4547,IND,3585,HOU,3566,,0,73W 73C
64317,WN,4547,PIT,3570,HOU,3566,,0,73W
9141,AF,137,ATL,3682,RDU,3626,Y,0,M88 739 320
10888,AM,321,ATL,3682,RDU,3626,Y,0,M88 738 M90 739 320
11571,AS,439,ATL,3682,RDU,3626,Y,0,M90 M88 739 320 738
13029,AZ,596,ATL,3682,RDU,3626,Y,0,M88 320 739
20219,DL,2009,ATL,3682,RDU,3626,,0,M88 M90 739 320 738 752
24891,FL,1316,ATL,3682,RDU,3626,,0,717
36438,KL,3090,ATL,3682,RDU,3626,Y,0,M88 739 320
61693,VS,5347,ATL,3682,RDU,3626,Y,0,M88 739 320 738 M90
63473,WN,4547,ATL,3682,RDU,3626,Y,0,717
5740,AA,24,LAX,3484,RDU,3626,,0,738
11730,AS,439,LAX,3484,RDU,3626,Y,0,738
21081,DL,2009,LAX,3484,RDU,3626,,0,738
59526,US,5265,LAX,3484,RDU,3626,,0,738
6317,AA,24,ORD,3830,RDU,3626,,0,738 M80 M83
57366,UA,5209,ORD,3830,RDU,3626,,0,73G 738
59957,US,5265,ORD,3830,RDU,3626,,0,738 M80 M83
5298,AA,24,DFW,3670,RDU,3626,,0,M80 M83 738
59147,US,5265,DFW,3670,RDU,3626,,0,M80 M83 738
63738,WN,4547,DEN,3751,RDU,3626,,0,73W
5637,AA,24,JFK,3797,RDU,3626,Y,0,ERD CR7
14093,B6,3029,JFK,3797,RDU,3626,,0,E90
20978,DL,2009,JFK,3797,RDU,3626,,0,CR7 CR9
59451,US,5265,JFK,3797,RDU,3626,,0,ERD CR7
57690,UA,5209,SFO,3469,RDU,3626,,0,738 739
21238,DL,2009,MCO,3878,RDU,3626,Y,0,CR9
25235,FL,1316,MCO,3878,RDU,3626,Y,0,73C
64070,WN,4547,MCO,3878,RDU,3626,,0,73W 733 73C
21030,DL,2009,LAS,3877,RDU,3626,,0,73H
25156,FL,1316,LAS,3877,RDU,3626,Y,0,73W
63953,WN,4547,LAS,3877,RDU,3626,,0,73W
4991,AA,24,CLT,3876,RDU,3626,,0,320 737 319 321 E90
58850,US,5265,CLT,3876,RDU,3626,,0,320 734 319 321 E90
56382,UA,5209,EWR,3494,RDU,3626,Y,0,ERJ DH4 E70
64297,WN,4547,PHX,3462,RDU,3626,,0,73W
56823,UA,5209,IAH,3550,RDU,3626,,0,73G
6091,AA,24,MIA,3576,RDU,3626,,0,738
59762,US,5265,MIA,3576,RDU,3626,,0,738
13945,B6,3029,BOS,3448,RDU,3626,,0,E90
20355,DL,2009,BOS,3448,RDU,3626,,0,CR7
21432,DL,2009,MSP,3858,RDU,3626,,0,320 M90 M88
20679,DL,2009,DTW,3645,RDU,3626,,0,319 73H 738
14024,B6,3029,FLL,3533,RDU,3626,,0,E90
20752,DL,2009,FLL,3533,RDU,3626,Y,0,CR9
63808,WN,4547,FLL,3533,RDU,3626,,0,73W
6485,AA,24,PHL,3752,RDU,3626,,0,3.19E+92
21580,DL,2009,PHL,3752,RDU,3626,Y,0,ERJ
60103,US,5265,PHL,3752,RDU,3626,,0,3.19E+92
5785,AA,24,LGA,3697,RDU,3626,Y,0,ERD CR7
21148,DL,2009,LGA,3697,RDU,3626,,0,CR7
59566,US,5265,LGA,3697,RDU,3626,,0,ERD CR7
20381,DL,2009,BWI,3849,RDU,3626,,0,ERJ
24977,FL,1316,BWI,3849,RDU,3626,Y,0,73W 73C
63626,WN,4547,BWI,3849,RDU,3626,,0,73W 73C 733
21848,DL,2009,SLC,3536,RDU,3626,,0,320 73H
56677,UA,5209,IAD,3714,RDU,3626,,0,320 738
5134,AA,24,DCA,3520,RDU,3626,Y,0,ERD CRJ
58989,US,5265,DCA,3520,RDU,3626,,0,ERD CRJ
21917,DL,2009,TPA,3646,RDU,3626,Y,0,CR9 CRJ
25560,FL,1316,TPA,3646,RDU,3626,Y,0,73W
64544,WN,4547,TPA,3646,RDU,3626,,0,73W
25286,FL,1316,MDW,3747,RDU,3626,Y,0,73W
64123,WN,4547,MDW,3747,RDU,3626,,0,73W 73H
63550,WN,4547,BNA,3690,RDU,3626,,0,733 73W 73C
25536,FL,1316,STL,3678,RDU,3626,Y,0,73W
64508,WN,4547,STL,3678,RDU,3626,,0,73W
25115,FL,1316,HOU,3566,RDU,3626,Y,0,733
63868,WN,4547,HOU,3566,RDU,3626,,0,73W 733 73C
20900,DL,2009,IND,3585,RDU,3626,Y,0,CRJ
6604,AA,24,PIT,3570,RDU,3626,Y,0,ER4
60222,US,5265,PIT,3570,RDU,3626,Y,0,ERJ
20510,DL,2009,CVG,3488,RDU,3626,,0,ERJ
20453,DL,2009,CMH,3759,RDU,3626,Y,0,ERJ
9120,AF,137,ATL,3682,MSY,3861,Y,0,M90 M88 757
10883,AM,321,ATL,3682,MSY,3861,Y,0,757
11566,AS,439,ATL,3682,MSY,3861,Y,0,757 M88 M90
13016,AZ,596,ATL,3682,MSY,3861,Y,0,757
20193,DL,2009,ATL,3682,MSY,3861,,0,757 M90 M88
24882,FL,1316,ATL,3682,MSY,3861,,0,717
36419,KL,3090,ATL,3682,MSY,3861,Y,0,M88 757
61686,VS,5347,ATL,3682,MSY,3861,Y,0,M88 M90 757
63464,WN,4547,ATL,3682,MSY,3861,,0,73W
11721,AS,439,LAX,3484,MSY,3861,Y,0,319
17459,CI,1756,LAX,3484,MSY,3861,Y,0,319
21072,DL,2009,LAX,3484,MSY,3861,,0,319
36739,KL,3090,LAX,3484,MSY,3861,Y,0,319
43954,NZ,345,LAX,3484,MSY,3861,Y,0,320 319 738
45108,OZ,28,LAX,3484,MSY,3861,Y,0,320 319 738
56988,UA,5209,LAX,3484,MSY,3861,,0,320 319 738
61092,VA,5360,LAX,3484,MSY,3861,Y,0,319
63980,WN,4547,LAX,3484,MSY,3861,,0,73W
6303,AA,24,ORD,3830,MSY,3861,Y,0,E75
8001,AC,330,ORD,3830,MSY,3861,Y,0,320 CR7 ERJ 319
11802,AS,439,ORD,3830,MSY,3861,Y,0,E75
14862,BA,1355,ORD,3830,MSY,3861,Y,0,E75
23013,EI,837,ORD,3830,MSY,3861,Y,0,ERJ
24233,EY,2222,ORD,3830,MSY,3861,Y,0,E75
32817,IB,2822,ORD,3830,MSY,3861,Y,0,E75
34789,JL,2987,ORD,3830,MSY,3861,Y,0,E75
43201,NH,324,ORD,3830,MSY,3861,Y,0,320 ERJ 319
47041,QF,4089,ORD,3830,MSY,3861,Y,0,E75
47534,QR,4091,ORD,3830,MSY,3861,Y,0,E75
57341,UA,5209,ORD,3830,MSY,3861,,0,320 319
59943,US,5265,ORD,3830,MSY,3861,Y,0,E75
5273,AA,24,DFW,3670,MSY,3861,,0,M83 M80
14490,BA,1355,DFW,3670,MSY,3861,Y,0,M83 M80
34515,JL,2987,DFW,3670,MSY,3861,Y,0,M80 M83
43377,NK,4687,DFW,3670,MSY,3861,,0,319
46858,QF,4089,DFW,3670,MSY,3861,Y,0,M83 M80
59122,US,5265,DFW,3670,MSY,3861,Y,0,M83 M80
7869,AC,330,DEN,3751,MSY,3861,Y,0,738 739
24394,F9,2468,DEN,3751,MSY,3861,,0,319
25050,FL,1316,DEN,3751,MSY,3861,Y,0,73W
56163,UA,5209,DEN,3751,MSY,3861,,0,738  739
63729,WN,4547,DEN,3751,MSY,3861,,0,73W
3586,9E,3976,JFK,3797,MSY,3861,,0,CR9
9600,AF,137,JFK,3797,MSY,3861,Y,0,CR9
13423,AZ,596,JFK,3797,MSY,3861,Y,0,CR9
14078,B6,3029,JFK,3797,MSY,3861,,0,E90 320
20963,DL,2009,JFK,3797,MSY,3861,Y,0,CR9
24196,EY,2222,JFK,3797,MSY,3861,Y,0,E90 320
34645,JL,2987,JFK,3797,MSY,3861,Y,0,E90
36705,KL,3090,JFK,3797,MSY,3861,Y,0,CR9
38453,LH,3320,JFK,3797,MSY,3861,Y,0,E90
47489,QR,4091,JFK,3797,MSY,3861,Y,0,E90
61746,VS,5347,JFK,3797,MSY,3861,Y,0,CR9
57671,UA,5209,SFO,3469,MSY,3861,,0,320 738
25229,FL,1316,MCO,3878,MSY,3861,Y,0,73W 73C 733
64064,WN,4547,MCO,3878,MSY,3861,,0,73W 73C 733
63944,WN,4547,LAS,3877,MSY,3861,,0,73H 73W
4972,AA,24,CLT,3876,MSY,3861,Y,0,319 320 E75 CR9
58831,US,5265,CLT,3876,MSY,3861,,0,319 320
7889,AC,330,EWR,3494,MSY,3861,Y,0,319 E70 320 738
25076,FL,1316,EWR,3494,MSY,3861,Y,0,73W
38187,LH,3320,EWR,3494,MSY,3861,Y,0,3.2E+72
56357,UA,5209,EWR,3494,MSY,3861,,0,319 320 738
63780,WN,4547,EWR,3494,MSY,3861,,0,73W
64289,WN,4547,PHX,3462,MSY,3861,,0,73H 73W
7930,AC,330,IAH,3550,MSY,3861,Y,0,CR7 320 73G 738 E70 ERJ 319
38441,LH,3320,IAH,3550,MSY,3861,Y,0,73G 320 ERJ 738 CR7
52432,TK,4951,IAH,3550,MSY,3861,Y,0,320
56799,UA,5209,IAH,3550,MSY,3861,,0,320 73G 738 319
6074,AA,24,MIA,3576,MSY,3861,,0,738
14823,BA,1355,MIA,3576,MSY,3861,Y,0,738
32773,IB,2822,MIA,3576,MSY,3861,Y,0,738
59745,US,5265,MIA,3576,MSY,3861,Y,0,738
64625,WS,5416,MIA,3576,MSY,3861,Y,0,738
13935,B6,3029,BOS,3448,MSY,3861,,0,E90
34483,JL,2987,BOS,3448,MSY,3861,Y,0,E90
3594,9E,3976,MSP,3858,MSY,3861,,0,CR9
